transaction_id,account_id,transaction_date,transaction_type,amount,currency,description,channel,reference_no,status
TXN0000000422,HSP0000000046,2025-08-02,EFT,12672.24,TRY,Tedarikçi ödemesi,Internet,A700E95FB9FC,Başarılı
TXN0000000423,HSP0000000013,2025-07-08,Fatura,1930.31,TRY,Doğalgaz faturası,ATM,6698DACC820A,Başarılı
TXN0000000424,HSP0000000097,2025-07-19,POS Harcama,7365.41,TRY,Elektronik alışveriş,Telefon,6208975EB7AB,Başarılı
TXN0000000425,HSP0000000061,2025-05-25,Virman,4603.13,EUR,Yatırım hesabına,Internet,5EDB495B965E,Başarılı
TXN0000000426,HSP0000000049,2025-09-08,ATM Çekim,100,TRY,Hızlı para çekme,Internet,3E778AC23052,Başarılı
TXN0000000427,HSP0000000015,2025-08-26,POS Harcama,4465.91,TRY,Market alışverişi,Internet,99E9E0F3B0EC,Başarılı
TXN0000000428,HSP0000000011,2026-02-02,Virman,18430.74,TRY,Tasarruf hesabına,Mobil,3D9FF76EF631,Başarılı
TXN0000000429,HSP0000000029,2025-07-06,POS Harcama,6857.05,TRY,Akaryakıt,Mobil,366844976856,Başarılı
TXN0000000430,HSP0000000087,2026-03-11,Virman,2718.78,TRY,Tasarruf hesabına,Mobil,2FC109E5E55B,Başarılı
TXN0000000431,HSP0000000067,2025-10-23,POS Harcama,5566.4,TRY,Market alışverişi,Mobil,D12466A0AF6C,Başarılı
TXN0000000432,HSP0000000095,2025-07-11,Kredi Taksit,5740.84,TRY,Taşıt kredisi taksit,Telefon,3068219282E6,Başarılı
TXN0000000433,HSP0000000052,2025-08-21,Havale,19143.94,TRY,Alışveriş ödemesi,ATM,10AC28CAE344,Başarılı
TXN0000000434,HSP0000000076,2025-10-22,Virman,8966.82,TRY,Tasarruf hesabına,ATM,663BC799BFF6,Başarılı
TXN0000000435,HSP0000000063,2025-06-02,POS Harcama,2020.51,TRY,Akaryakıt,Mobil,3D63A1B7ED51,Başarılı
TXN0000000436,HSP0000000030,2025-04-28,POS Harcama,6645.89,USD,Akaryakıt,Mobil,D90EF6E1C63B,Başarılı
TXN0000000437,HSP0000000087,2025-09-15,Havale,3903.14,TRY,Alışveriş ödemesi,Mobil,951E90A27DED,Başarılı
TXN0000000438,HSP0000000080,2025-12-09,Havale,19839.01,TRY,Aidat transferi,Mobil,E8D830837F57,Başarılı
TXN0000000439,HSP0000000038,2025-09-23,POS Harcama,6479.66,TRY,Giyim harcaması,Internet,0FB76D775CCE,Başarılı
TXN0000000440,HSP0000000070,2025-05-31,Havale,9652.38,TRY,Borç ödeme,ATM,F6FF2D6A276C,Başarısız
TXN0000000441,HSP0000000049,2026-03-04,ATM Çekim,500,TRY,Günlük nakit ihtiyacı,Mobil,CD3C6FBCD5BC,Başarılı
TXN0000000442,HSP0000000022,2025-12-06,ATM Çekim,100,TRY,Günlük nakit ihtiyacı,Mobil,CBE9B0C387DE,Başarılı
TXN0000000443,HSP0000000087,2025-11-27,ATM Çekim,1000,TRY,Günlük nakit ihtiyacı,Internet,8C1436182D80,Başarılı
TXN0000000444,HSP0000000021,2025-10-11,POS Harcama,4943.18,TRY,Online alışveriş,Internet,63BD3F916843,Başarılı
TXN0000000445,HSP0000000099,2025-04-24,Yatırım,13255.71,TRY,Altın alım,Mobil,217D623EDF39,Başarılı
TXN0000000446,HSP0000000045,2026-02-15,Fatura,715.45,TRY,Elektrik faturası,Internet,8C1A1F2C17EB,Başarılı
TXN0000000447,HSP0000000055,2026-03-05,Virman,6181.3,TRY,Vadeli hesaba aktarım,Internet,E87E646847DE,Başarılı
TXN0000000448,HSP0000000083,2025-09-04,Virman,2950.34,TRY,Vadeli hesaba aktarım,Mobil,AB03032FD5A3,Başarılı
TXN0000000449,HSP0000000003,2025-11-03,POS Harcama,4553.03,USD,Akaryakıt,Mobil,6619BC29BCD6,Başarılı
TXN0000000450,HSP0000000035,2025-09-10,Havale,9505.67,TRY,Hediye gönderimi,Internet,1C5A7CBB8511,Başarılı
TXN0000000451,HSP0000000042,2026-03-12,POS Harcama,1663.15,TRY,Akaryakıt,ATM,293D8A0AC43C,Başarılı
TXN0000000452,HSP0000000065,2025-09-01,Fatura,758.5,TRY,İnternet faturası,Şube,94FB37E1D810,Başarılı
TXN0000000453,HSP0000000026,2025-12-31,ATM Çekim,200,EUR,Hızlı para çekme,ATM,C7DB6645F39A,Başarılı
TXN0000000454,HSP0000000034,2025-07-25,Havale,15651.85,TRY,Kira ödemesi,Telefon,765B9D702B82,Başarılı
TXN0000000455,HSP0000000092,2025-05-05,Fatura,1154.54,TRY,Telefon faturası,Mobil,AA6FE8F6A297,Başarılı
TXN0000000456,HSP0000000061,2025-09-02,ATM Çekim,2000,EUR,Hızlı para çekme,Mobil,E372C69DDB0D,Başarılı
TXN0000000457,HSP0000000056,2025-08-07,POS Harcama,5007.21,TRY,Akaryakıt,Mobil,CF40E2B7AA02,Başarılı
TXN0000000458,HSP0000000086,2026-03-27,Maaş,48554.57,USD,Aylık maaş,Mobil,BBF9D896B6D3,Başarılı
TXN0000000459,HSP0000000074,2025-11-26,ATM Çekim,500,TRY,Günlük nakit ihtiyacı,Şube,4A8BC6DCA580,Başarılı
TXN0000000460,HSP0000000069,2026-01-15,Fatura,1466.9,TRY,Elektrik faturası,ATM,42E68438B60B,Beklemede
TXN0000000461,HSP0000000067,2026-03-17,EFT,19161.7,TRY,Kira transferi,Internet,C10E3BEF7DBD,Başarılı
TXN0000000462,HSP0000000053,2025-07-14,Virman,21164.58,TRY,Yatırım hesabına,ATM,CA54531A3E24,Başarılı
TXN0000000463,HSP0000000037,2025-10-25,POS Harcama,1923.1,TRY,Restoran harcaması,Mobil,FD06F76E47AE,Başarılı
TXN0000000464,HSP0000000025,2025-12-05,Havale,14039.64,TRY,Hediye gönderimi,ATM,5EAB9DF8A90B,Başarılı
TXN0000000465,HSP0000000055,2025-06-09,POS Harcama,252.55,TRY,Online alışveriş,Mobil,E164DB944E9F,Başarılı
TXN0000000466,HSP0000000085,2025-12-05,POS Harcama,6262.23,USD,Market alışverişi,Şube,B71DDA730397,Başarılı
TXN0000000467,HSP0000000011,2025-10-26,Virman,22429.65,TRY,Hesaplar arası transfer,Mobil,42B985EA3ABE,Başarılı
TXN0000000468,HSP0000000051,2025-05-28,Kredi Taksit,8993.63,TRY,Taşıt kredisi taksit,Şube,7572FD8A67C3,Başarılı
TXN0000000469,HSP0000000016,2025-12-25,POS Harcama,2029.43,TRY,Market alışverişi,ATM,43B372F9A25E,İptal
TXN0000000470,HSP0000000031,2026-01-25,POS Harcama,5903.15,TRY,Elektronik alışveriş,ATM,F796CBE32F65,Başarılı
TXN0000000471,HSP0000000096,2025-06-29,EFT,5431.31,TRY,Vergi ödemesi,Internet,D719EC1F301F,Başarılı
TXN0000000472,HSP0000000057,2025-12-30,ATM Çekim,500,TRY,Günlük nakit ihtiyacı,ATM,422FB0D4D50E,Başarılı
TXN0000000473,HSP0000000015,2025-08-21,Virman,21997.9,TRY,Vadeli hesaba aktarım,Internet,BC637DBBDAF0,Başarılı
TXN0000000474,HSP0000000047,2026-02-25,ATM Çekim,2000,TRY,Nakit çekim,Internet,18304222B1B5,Başarılı
TXN0000000475,HSP0000000095,2026-03-10,POS Harcama,1932.61,TRY,Giyim harcaması,POS,23332A208938,Başarılı
TXN0000000476,HSP0000000050,2026-03-17,Virman,3139.14,TRY,Vadeli hesaba aktarım,POS,BEB157730972,Başarılı
TXN0000000477,HSP0000000057,2025-08-09,ATM Çekim,500,TRY,Nakit çekim,POS,55A70209A5D1,Başarılı
TXN0000000478,HSP0000000097,2025-11-11,EFT,15820.68,TRY,Kira transferi,Mobil,7CEBBC42AE68,Başarılı
TXN0000000479,HSP0000000005,2025-12-08,Virman,11830.17,TRY,Tasarruf hesabına,Mobil,ACCC9C7C97E4,Başarılı
TXN0000000480,HSP0000000043,2025-06-22,Maaş,60401.34,TRY,İkramiye,POS,EA7BA9FAFFBB,Başarılı
TXN0000000481,HSP0000000009,2025-09-15,Virman,11386.22,TRY,Hesaplar arası transfer,Şube,5C38943C4AA6,Başarılı
TXN0000000482,HSP0000000098,2026-02-23,Havale,3488.7,TRY,Hediye gönderimi,Şube,45CF50CC5A4B,Başarılı
TXN0000000483,HSP0000000026,2025-06-20,POS Harcama,2011.84,EUR,Elektronik alışveriş,Mobil,08022A1C6409,Başarılı
TXN0000000484,HSP0000000099,2026-03-18,Fatura,850.12,TRY,Su faturası,ATM,5541C33D3588,Başarılı
TXN0000000485,HSP0000000058,2026-03-18,ATM Çekim,2000,TRY,Hızlı para çekme,Şube,AA1FF4389FB3,Başarılı
TXN0000000486,HSP0000000037,2025-10-11,EFT,23624.45,TRY,Fatura ödemesi,Internet,20C1191018D9,Başarılı
TXN0000000487,HSP0000000029,2026-02-08,Havale,15703.02,TRY,Kira ödemesi,Mobil,B0E15CBCFAB5,Başarılı
TXN0000000488,HSP0000000060,2025-10-23,EFT,15488.3,TRY,Fatura ödemesi,Şube,A76B3E615D78,Başarılı
TXN0000000489,HSP0000000034,2026-01-16,Havale,3022.03,TRY,Alışveriş ödemesi,POS,C90E1DC0D370,Başarılı
TXN0000000490,HSP0000000056,2025-12-10,Maaş,22703.3,TRY,İkramiye,POS,1CCF713438D5,Başarılı
TXN0000000491,HSP0000000027,2025-08-26,EFT,18686.43,TRY,Kira transferi,ATM,56FA602B5118,Başarılı
TXN0000000492,HSP0000000017,2025-08-23,ATM Çekim,5000,TRY,Günlük nakit ihtiyacı,Mobil,10B6970A7000,Başarılı
TXN0000000493,HSP0000000025,2025-08-27,ATM Çekim,500,TRY,Nakit çekim,Internet,5109061E9B3B,Başarılı
TXN0000000494,HSP0000000080,2026-02-26,ATM Çekim,1000,TRY,Nakit çekim,Mobil,FE2432E4256A,Başarılı
TXN0000000495,HSP0000000002,2025-10-21,ATM Çekim,5000,TRY,Nakit çekim,POS,C6ECA3F93AB1,Başarısız
TXN0000000496,HSP0000000092,2025-05-08,ATM Çekim,100,TRY,Günlük nakit ihtiyacı,Internet,BE02AB8F095B,Başarılı
TXN0000000497,HSP0000000008,2025-09-29,Havale,24918.81,TRY,Alışveriş ödemesi,POS,1252CD0956E5,Başarılı
TXN0000000498,HSP0000000091,2026-02-12,Maaş,39760.95,TRY,Prim ödemesi,Mobil,FE930B28CCC2,Başarılı
TXN0000000499,HSP0000000086,2026-01-23,ATM Çekim,200,USD,Hızlı para çekme,POS,927FC273C960,Başarılı
TXN0000000500,HSP0000000022,2025-06-07,POS Harcama,735.39,TRY,Elektronik alışveriş,POS,2E61E145AB21,Başarılı
